연번,업체명,이메일 주소,대표자(익명),벤처확인유형,지역,간략주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규/재확인
134,주식회사 큐브온코드,,이**,혁신성장유형,경기,경기도 화성시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"소프트웨어, 플랫폼, AI",20260324,20290323,벤처기업확인기관,신규
135,참솔주식회사,,문**,혁신성장유형,강원,강원특별자치도 태백시,제조업,커피 가공업,"커피,농수산물건조",20260324,20290323,벤처기업확인기관,신규
136,주식회사 대성축산,,장**,혁신성장유형,인천,인천광역시 서구,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),"한우부산물, 양념육",20260324,20290323,벤처기업확인기관,신규
137,주식회사 케이미트솔루션,,"이**,이**",혁신성장유형,서울,서울특별시 강남구,제조업,육류 기타 가공 및 저장처리업 (가금류 제외),축산물 유통판매업,20260319,20290318,벤처기업확인기관,신규
138,주식회사 한국이든,,한**,혁신성장유형,경기,경기도 파주시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,세탁세제,20260319,20290318,벤처기업확인기관,신규
139,주식회사 와이케이엔텍,,김**,혁신성장유형,대구,대구광역시 달서구,제조업,산업용 그 외 비경화 고무제품 제조업,"자동차부품,전자부품,산업",20260319,20290318,벤처기업확인기관,신규
140,주식회사 파람 (PARAM),,임**,혁신성장유형,경기,경기도 김포시,제조업,그 외 기타 특수목적용 기계 제조업,컵 자동 세척기,20260319,20290318,벤처기업확인기관,신규
141,스톤쓰(STONEss),,석**,혁신성장유형,경남,경상남도 김해시,제조업,기체 펌프 및 압축기 제조업,진공펌프제조,20260319,20290318,벤처기업확인기관,신규
142,주식회사 제이이노베이션,,신**,혁신성장유형,대전,대전광역시 서구,정보처리S/W,데이터베이스 및 온라인정보 제공업,동영상 강의,20260319,20290318,벤처기업확인기관,신규
143,페로,,김**,혁신성장유형,경기,경기도 수원시,제조업,기타 전기 변환장치 제조업,"태양광 충전설비, 휴대용 태양광 보조배터리",20260319,20290318,벤처기업확인기관,신규
144,주식회사 더컴퍼니로고스,,김**,혁신성장유형,경기,경기 하남시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,매장 운영용 디지털 사이니지 콘텐츠 관리 소프트웨어(CMS) 및 이를 기반으로 한 디지털 사이니지 운영 서비스,20260319,20290318,벤처기업확인기관,신규
145,주식회사 장날에프앤디(F&D),,남**,혁신성장유형,충북,충청북도 청주시,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),식육가공제조업,20260319,20290318,벤처기업확인기관,신규
146,주식회사 디앵커,,엄**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,액티브 시니어 리워드 플랫폼,20260319,20290318,벤처기업확인기관,신규
147,주식회사 컴포지터,,강**,혁신성장유형,서울,서울특별시 강서구,제조업,합성수지 및 기타 플라스틱 물질 제조업,플라스틱 복합재,20260318,20290317,벤처기업확인기관,신규
148,주식회사 스푼타임,,최**,혁신성장유형,서울,서울특별시 광진구,정보처리S/W,응용 소프트웨어 개발 및 공급업,어플리케이션,20260318,20290317,벤처기업확인기관,신규
149,주식회사 뮤즈아이씨,,김**,혁신성장유형,서울,서울특별시 용산구,정보처리S/W,응용 소프트웨어 개발 및 공급업,IT솔루션 개발 및 공급,20260318,20290317,벤처기업확인기관,신규
150,주식회사 보다커뮤니케이션,,김**,혁신성장유형,서울,서울특별시 구로구,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,"Barrier Free 사전정산기, 광고 플랫폼, 관제서비스 플랫폼",20260318,20290317,벤처기업확인기관,신규
151,주식회사 알지에스씨,,서**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,데이터베이스 및 온라인정보 제공업,스웨치,20260318,20290317,벤처기업확인기관,신규
152,예비창업자 박성수,,박**,예비벤처유형,서울,서울특별시 광진구,정보처리S/W,컴퓨터 프로그래밍 서비스업,,20260318,20290317,벤처기업확인기관,신규
153,제론바이오(주),,이**,연구개발유형,경기,경기 안양시,연구개발서비스,기타 공학 연구개발업,"줄기세포 치료제 연구개발, 유전자검사 및 제대혈은행 운영",20260318,20290317,벤처기업확인기관,신규
154,주식회사 박랩에이아이,,박**,혁신성장유형,서울,서울특별시 서초구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어 개발 및 판매,20260318,20290317,벤처기업확인기관,신규
155,(주)지에프씨코리아,,안**,혁신성장유형,서울,서울 금천구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"소프트웨어 개발,프로그램개발,프로그래밍,컨설팅,시스템통합,시장조사,여론조사,경영컨설팅,학술연구용역/정보통신공사",20260318,20290317,벤처기업확인기관,신규
156,주식회사 포토링스,,강**,벤처투자유형,경기,경기도 성남시,제조업,비메모리용 및 기타 전자집적회로 제조업,"반도체, 반도체 설계",20260318,20290317,벤처기업확인기관,신규
157,주식회사 마루바이오,,신**,혁신성장유형,경남,경상남도 양산시,제조업,건강보조용 액화식품 제조업,콜라겐스틱,20260318,20290317,벤처기업확인기관,신규
158,예비창업자 박창호,,박**,예비벤처유형,서울,서울특별시 서초구,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,,20260318,20290317,벤처기업확인기관,신규
159,코스탈리카,,임**,혁신성장유형,강원,강원특별자치도 강릉시,제조업,가정용 및 장식용 도자기 제조업,테라코타와 전통 옹기토를 이용한 테이블웨어와 옹기 발효음료,20260318,20290317,벤처기업확인기관,신규
160,(주) 시냅틱스에이아이,,송**,혁신성장유형,경기,경기도 시흥시,정보처리S/W,응용 소프트웨어 개발 및 공급업,인공지능소프트웨어,20260318,20290317,벤처기업확인기관,신규
161,주식회사 메탈플러스,,장**,혁신성장유형,경기,경기도 부천시,제조업,도장 및 기타 피막처리업,금속도장 및 피막처리업(발색),20260318,20290317,벤처기업확인기관,신규
162,주식회사 멘토파트너스,,정**,혁신성장유형,경기,경기도 부천시,정보처리S/W,응용 소프트웨어 개발 및 공급업,솔루션 프로그램,20260318,20290317,벤처기업확인기관,신규
163,주식회사 제이비홈,,서**,혁신성장유형,서울,서울특별시 강서구,제조업,수동식 식품 가공기기 및 금속 주방용기 제조업,주방용품,20260318,20290317,벤처기업확인기관,신규
164,주식회사 알티비온,,"강**,좌**",혁신성장유형,서울,서울특별시 송파구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,드론 및 공간정보를 활용한 인프라 시설물 점검 및 분석 SaaS 플랫폼,20260318,20290317,벤처기업확인기관,신규
165,주식회사 엔텍디바이스코리아,,김**,혁신성장유형,서울,서울특별시 강서구,제조업,그 외 기타 전자부품 제조업,전자부품,20260318,20290317,벤처기업확인기관,신규
166,주식회사 무아행 (MAH),,김**,벤처투자유형,대구,대구광역시 동구,제조업,건강기능식품 제조업,"식이섬유정1000, 논업커피",20260318,20290317,벤처기업확인기관,신규
167,주식회사 이에스 에르마나,,채**,혁신성장유형,서울,서울특별시 중구,제조업,여자용 겉옷 제조업,여성의류,20260318,20290317,벤처기업확인기관,신규
168,꿈틀식품,,박**,혁신성장유형,경기,경기도 안성시,제조업,천연 및 혼합조제 조미료 제조업,고춧가루/참기름/들기름,20260318,20290317,벤처기업확인기관,신규
169,주식회사 뿌리텍,,"안**,최**,박**",혁신성장유형,경기,경기도 화성시,제조업,기타 가공 공작기계 제조업,화장품 충포장 장비,20260318,20290317,벤처기업확인기관,신규
170,주식회사 마스텍,,장**,혁신성장유형,경기,경기도 화성시,제조업,일반용 전기 조명장치 제조업,"LED 조명, 태양광발전장치",20260318,20290317,벤처기업확인기관,신규
171,디피엔에스,,윤**,혁신성장유형,경기,경기도 시흥시,제조업,컴퓨터 모니터 제조업,"전자칠판, LED 전광판",20260318,20290317,벤처기업확인기관,신규
172,(주)삼호인터내셔널,,김**,혁신성장유형,경기,경기도 김포시,제조업,텔레비전 제조업,"전자제품,전자제품,무역업",20260318,20290317,벤처기업확인기관,신규
173,주식회사 디지털트윈웨이브,,한**,벤처투자유형,서울,서울 성북구,정보처리S/W,그 외 기타 정보 서비스업,응용소프트웨어 개발 및 공급업,20260318,20290317,벤처기업확인기관,신규
174,농업회사법인 마미팜 주식회사,,이**,혁신성장유형,경기,경기도 하남시,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),데이터 기반 로스율(Loss) 최적화 공정 기술을 적용한 고정밀 포션 육가공품,20260318,20290317,벤처기업확인기관,신규
175,비전포커스(주),,강**,벤처투자유형,서울,서울특별시 종로구,정보처리S/W,컴퓨터 프로그래밍 서비스업,프로그램,20260318,20290317,벤처기업확인기관,신규
176,코리아스틸파워 주식회사,,주**,혁신성장유형,경남,경상남도 김해시,제조업,강주물 주조업,쵸크/밸브/펌프,20260318,20290317,벤처기업확인기관,신규
177,우주웰보드,,이**,혁신성장유형,인천,인천광역시 서구,제조업,폴리스티렌 발포 성형제품 제조업,PS보드 제조,20260318,20290317,벤처기업확인기관,신규
178,주식회사곡천조경,,김**,혁신성장유형,경북,경상북도 고령군,제조업,그 외 기타 나무제품 제조업,"퍼걸러, 데크",20260318,20290317,벤처기업확인기관,신규
179,유한회사 아이쏠루션,,김**,혁신성장유형,전북,전북특별자치도 익산시,제조업,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",섬유단열재 (진공단열재),20260318,20290317,벤처기업확인기관,신규
180,주식회사 트러스트키,,이**,벤처투자유형,경북,경상북도 김천시,제조업,기타 반도체소자 제조업,FIDO,20260318,20290317,벤처기업확인기관,신규
181,주식회사 제이디솔루션,,이**,혁신성장유형,경기,경기도 성남시,제조업,컴퓨터 제조업, 컴퓨터 ,20260318,20290317,벤처기업확인기관,신규
182,주식회사 레비오사에이아이,,주**,벤처투자유형,서울,서울 관악구,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,e-commerce 셀러들을 위한 AI B2B SaaS,20260318,20290317,벤처기업확인기관,신규
183,(주)한국고압기술,,김**,혁신성장유형,부산,부산광역시 강서구,제조업,그 외 기타 특수목적용 기계 제조업,압역시험용장비,20260318,20290317,벤처기업확인기관,신규
184,주식회사 케이엠로스터스,,권**,혁신성장유형,부산,부산광역시 강서구,제조업,커피 가공업,커피 가공제조,20260318,20290317,벤처기업확인기관,신규
185,주식회사 정지완,,묵**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,일반 서적 출판업,웹컨텐츠,20260318,20290317,벤처기업확인기관,신규
186,주식회사 아르메스,,신**,혁신성장유형,경기,경기도 양주시,제조업,구두류 제조업,신발(구두류) 제조 및 리워드 플랫폼 개발,20260318,20290317,벤처기업확인기관,신규
187,주식회사 트레이스위브,,박**,벤처투자유형,서울,서울특별시 마포구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,AI 솔루션,20260318,20290317,벤처기업확인기관,신규
188,주식회사 에이디솔루션,,박**,혁신성장유형,서울,서울특별시 송파구,제조업,화장품 제조업,화장품,20260318,20290317,벤처기업확인기관,신규
189,주식회사 모두코퍼레이션,,"이**,최**",혁신성장유형,서울,서울특별시 금천구,정보처리S/W,응용 소프트웨어 개발 및 공급업,HACCP인증전문 플랫폼 모두의해썹,20260318,20290317,벤처기업확인기관,신규
190,주식회사 드림텍,,"문**,성**",혁신성장유형,경기,경기도 김포시,제조업,그 외 기타 특수목적용 기계 제조업,자동필터생산기계,20260318,20290317,벤처기업확인기관,신규
